,review,score
291,"I transited through London Heathrow Terminal 5 and Terminal 3 recently. While terminal 5 seems ok to me, Terminal 3 is not as good. Maybe I just hit a bad day, but on the afternoon of my transit, staff was unhelpful, security just barely ok with cold approach. The transit hall is just too small and too crowded, packed with shops but less eating opportunities. There is not enough seating to accomodate all travellers. Perhaps the worst point are the gates, which are glass-fenced, so one can get into only when boarding starts, and once you are there, you are doomed - no shops, no toilets. Terminal 5, on contrary, is spacious, with plenty of seating, and one can sit wherever. Gates are not fenced and toilets are clean. Gates No.'s are announced only about 30-40 minutes into flight, which keeps people waiting in the main halls so they get crowded. Forget about comfort, privacy, peace, etc LHR is no such airport. If I can avoid LHR in the future, I'll surely do.",6.0
292,"I had to use London Heathrow twice in 2 weeks due to family emergency in Hong Kong and I was pleasantly surprised. The systems worked smoothly, minimal queues and the staff in all areas were smiling, polite and friendly. Security, shop staff and restaurant staff were all friendly and polite. I never thought I would say it but I now prefer Heathrow to Gatwick. Returning was equally smooth and quick.",8.0
293,Used Heathrow T2 for my long haul flight to BKK. I haven't used T2 for a year and it has changed a lot - and unfortunately this is not positive. To avoid possible traffic jam I traveled from London on Heathrow Express. The station at Heathrow is miles away from T2 itself so it involved a lot of walking. That is understandable as Heathrow has few terminals. Check in was fairly easy without a long queue and most of the passengers are required to print out their boarding pass and luggage tag at the machines. The security screen was not well organised at all. So many machines were not manned during peak hours and we waited for at least 30 minutes in the queue. The staff working in the security screen were however very friendly. The main terminal area is clean and there are few shops - the choices not as good as T5 but if you are not into shopping it's not a main concern. When the flight was called we had to walk from T2A to T2B which was again a long journey. Arrival experience echoed departure. Long walk from T2B back to T2A and then faced long queue for passport control. I think the biggest let down of T2 is queuing time.,4.0
294,"I truly do not get some of the reviews on LHR saying it is good. As a business traveler, I see a lot of different airports. LHR is one if the worst. Nice pretty package with all the fancy shops, but underneath highly dysfunctional. How it is appropriate to assign gates just 20 minutes before boarding when it takes that long to get there if you are lucky. Security lines are slow. Bathrooms need service badly and smell.",3.0
295,"What a horrible experience. I've flown through many airports, large to small, various countries, and security process and staff here at London Heathrow are hands down the worst. These jokers make the TSA in the USA look like speedy professionals. Every other bag in the connection security line (meaning all had been through security elsewhere), was being flagged for hand screening - with a guy moving the speed of molasses unpacking every single item, taking 10+ minutes per bag. Not a single word, just monotone bad manners and zero concern for the line of stressed out people in fear of missing their flight. My bag was packed identically to the way it's been packed on dozens of flights, including through LAX, Paris, NYC, etc only here was it necessary for a 45 minutes extra screening with no explanation. I will avoid this airport like the plague in the future. And all the items I planned to buy, nope. LHR gets a 0 from me, and zero of my money.",1.0
296,"I recently experienced Heathrow's new T2 The Queen's Terminal for departure. I was aware that Economy pax are required to self-checkin and print boarding passes and lugguage tags, only First and Business have conventional checkin counters. However, as I was travelling with Singapore Airlines in Pemium Economy I was directed to the Business Class checkin counter. So convenient. I was checked in and on my way in three minutes, saving the hassle of trying to decypher the lengthy process at the self-checkin machines, though I do understand they work well. I hope this helps others who travel Premium Economy on any airline, as I suspect this service is available to all. The process through security is much better organised at this new terminal with few hassles, unlike an earlier flight I had made departing from T3. The only downside to my departure was that, as the flight was on an A380, those large aircraft are terminalled at the satellite T2A, which involves around a 20 minute walk, especially hard for elderly pax, though there are travellators. All in all T2 is a pleasure to use.",10.0
297,"Heathrow claims to be a world class international airport yet this morning none of the 10 electronic immigration gates were in operation at terminal 4 at 5.30am despite the fact that my flight from Kuala Lumpur and 2 other planes from the Middle East had landed. The result was a longish queue for those with ""eu"" electronic passports to pass through 4 manual entry points. The explanation given was that they did not open until 6am. Most businesses try to deliver customer service in response to customer demand, i.e. If planes have landed and passengers need to pass immigration why are we not using the latest technology we have no doubt spent considerable sums of money on to provide a first class service when it is required?",5.0
298,"I am English and 69. Heathrow is inefficient, tiring, pedantic and the staff unacquainted with civility. I have used Heathrow 5 times since April 2016, every time an exercise in frustration and temper control, mainly from long queues and empty security bays. Staff know that they have the power to delay and inconvenience and that power is apparent and hovering to be unleashed. I have witnessed women older than myself treated with great disrespect and almost contempt because they were confused or not as nimble as staff want. It is the primary Gateway to London and Britain. What an awful welcome. The old saying 'You never get a second chance to make a first impression' is unknown by Heathrow.",1.0
299,"Draconian rules now apply at London Heathrow Terminal 4. You must clear security at least 1 hour before your flight departure because the security scanning computer will deny you access. When this happens you will have to go back to your airline check-in desk and get them to escort you through. Chances are, by the time you have organised that it will be too late and you will be refused access to the departure lounge. This happened to me and my 14 year old son. We were initially held up with a liquid security scan which had been set up before the security gates and we missed our Etihad flight despite Etihad staff coming from their terminal gate to try and get us through. We were travelling to Australia but that didn't seem to concern the Heathrow airport staff. Rules are Rules. This information should be printed on boarding passes because until it happens most people would be totally unaware of it.",1.0
300,"Flew to LHR from YVR: arrival at T3 on British Airways. Terminal 3 was ok - facilities a little bit dated. A fair amount of walking from aircraft to immigration. Queuing was reasonable and was able to get through immigration in about 15 minutes. During peak times, I can see the airport becoming very crowded. Baggage came out almost instantly upon arrival at the T3 belts. Departure from the new T2 - the new, sleak glass building is an improvement over T3. In the departure hall, there are only two restaurants. They were also fairly overpriced. Once airside, there are more shops, although they also are overpriced. Security queuing was ok - albeit with security staff who were borderline rude and aggressive. One must wait in the main terminal and check the departure screens to find out the gate assignments. For most long-haul flights, one will go down on a super long escalator, walk in a long underground passage, and then come up on another super long escalator. The process is quite tiring and tedious.",6.0
301,"Terminal 2 - because of potential Friday traffic on M25 we arrived very early (3 pm) for an evening flight with Singapore Airlines SQ321 (departing 10 pm). The airport terminal seemed quiet with few queues. We spoke to someone at Singapore Airlines to see what time we could check in, and also whether we could get a seat change because my husband is extra tall and larger than average build. The helpful lady told us check in would be 6 pm but that the supervisor came on duty at 5.30 pm and they would be the best person to speak to regarding this. In the meantime we went to Wetherspoon for a meal whilst we waited and the staff there were very helpful too. We reported to the Singapore Airlines check in at 5.30 pm and we were immediately passed through to a member of staff to try and make the necessary changes. She was helpful and put us in touch with a staff member who was helpful to accommodate us. We made our way through to departure which went smoothly. Whilst waiting for our gate to come up I noticed a sign for special assistance. The walk to the gate would have taken 15 minutes and my husband who has knee problems would have been ill walking for that amount of time so I approached the special assistance area and they arranged to take us to the gate on their vehicles. All in all a very pleasant start to our holiday.",9.0
302,"Heathrow terminal 5 is a fantastic terminal. The airport is modern, efficient and well equipped. The security process can be a bit slow and even though airlines claim you need one hour to clear security and change flight I would not feel comfortable with anything less that 90 mins.",8.0
303,"I've flown to and from Heathrow airport (particularly terminal 3) at least once a year in the last 6 years. The departure area is appallingly crowded, particularly where the food and beverage shops are located. It's the only airport where I don't feel comfortable enough to sit and have a drink before my flight. The overall airport isn't actually too bad with many shopping options before departure. As for arrival, it's almost always an unpleasant experience since 3 years ago when my university forgot to notify the border control that my student visa should be cancelled a year early. I'd very honestly explained that I'd be entering as a tourist (without requiring a visa) and not a student the first time, and my visa shouldn't be valid. On hindsight, I should've just lied. The friendly officer helped me put out a notice to change my status and let me through. However each time I land since, I've had to go through the same ordeal of being put in a holding area, unpleasantly treated and barked at like I'm trying to sneak in and stay on in the country until they verify whatever it is they needed to verify and grudgingly let me through. The whole process often takes over an hour without considering the long queues at immigration. The officers here are thoroughly unpleasant and inefficient and I wouldn't wish this experience on anyone.",3.0
304,"T5 was just fine, although the signs to change terminal were not clear. Fortunately, I know it well enough to know I can take Heathrow Express. I do not understand, however, how can a 747 (BA202) full of people be offloaded onto buses. T3 was beyond busy, which is expected. I tried to find a lounge to sleep, to find it only just before boarding, so I guess I was either too tired or the signs were not clear enough. The wifi also failed at times. I would suggest some kind of renovation on T3. I found it too crammed with some outdated areas.",6.0
305,"As a place, Heathrow has something special about it. No other airport I've visited has quite managed to grasp that sheer feeling of international wonder, the way Heathrow does. Call me crazy, but I really do love the size of the place. It adds to that excitement, knowing you are one of many - travelling to goodness knows where in the world. I love how beautifully modern each terminal is, even number 3 which is in obvious need of renovation comparatively to 2 and 5. Once through security, the place is practically a gigantic mall, anything you need - you'll be able to find. To be fair, for someone new to Heathrow airport, I can understand why the place may seem like a labyrinth, especially if travelling from one terminal to the next. As a Londoner, I practically know the airport inside-out, so for me personally that isn't an issue. Similarly, walking for me isn't really a problem - although I can see why for others it may be. Even if there may be more than your average doddle to the gate, the airport does actually tell you how many minutes away the gate is, which is quite useful. The staff generally are nice, of course at the border you occasionally catch the odd grump. They normally help you swiftly and are patient with fuming travellers. Queuing times are an issue, however. Be ready to wait a long time if you are an international / non-EU traveller headed to the UK. For me, baggage can often be a nightmare in Terminal 3, especially when they take such a long time to start loading the bags on. The only other bone I'd like to pick is with the WiFi. It's alright - but upon me making skype calls, it constantly stops working, or breaks up. Perhaps I'm being spoilt, expecting high-speed WiFi from the airport, but it's far too on / off and I never find any decent consistency with it. When I'm at Heathrow, I honestly am happier just to stay on data, it's way less of a hassle. I'm constantly in and out of Heathrow, but I'm happy to call it my favourite UK airport. Upon departure, the place always gives me that huge burst of energy and excitement - it's definitely something about the architecture and general ethos of the place. I also love the shopping features and terminal layouts. It's really a magnificent airport. Beware for baggage / customs waits, however. Don't forget to also have a space GB of data on you, as I find the WiFi to be pretty inconsistent.",8.0
306,"Used Heathrow Terminal 2 to travel to Warsaw with LOT Polish Airlines. Outbound departure was at 06:30. As I try to stick to a 3 hour check-in rule, we checked in at 03:45. There was some queuing involved at check-in due to multiple airlines using the same set of desks. However, we were checked in quickly and went to go airside. For an airport claiming to be a major international hub, and wanting to expand, Heathrow appears to open for business quite late. We joined a queue before security, and were told that security would open at 05:00. About 40 minutes later (and 20 minutes before Security opened), the single queue was allowed to become multiple queues. We watched as passengers who checked in 30 minutes after us, suddenly appeared ahead of us in other queues. At 05:10, we were herded through into the security area. The process of going through the scanners was quick (less than 5 minutes from joining the back of the queue to putting my belt back on). Once airside we were looking forward to buying some last minute gifts for family, and grabbing a bite to eat. However, the World Duty Free shop did not open until 06:00, and the food outlets were only just opening so we had a very limited amount of time before running to gate B33 for our flight. And no chance for breakfast. A long distance to the gate via down escalator, tunnel (with travelator) that runs under the taxiway and the up escalator in the satellite building. You feel exhausted and rushed by the time you arrive at the gate. At least the flight proved better than the airport experience. Returning back to Terminal 2 proved equally frustrating. Flight landed on time, but as the aircraft exited the runway (27L) at the farthest point from the terminal, it was a long taxi to the gate. After deplaning there was the long walk back to the main terminal, to join the converging crowds at passport control. As British/EU passport holders, we were instructed to use the automated booths instead of queuing at the faster moving manned desks. Given that about 1 in 3 arriving passengers had issues with getting through the booths, this process needs to be improved. In order for me to go through, I had to try twice (removing my glasses for the second attempt). The facial recognition software needs to be able to allow for glasses/headware etc. Otherwise real bottlenecks will occur. However, we got through and made our way to Carousel 4 in the baggage hall. The screen above the belt said the bags were arriving, and I was reunited with my case within a couple of minutes. However, after 40 minutes, my wife's case hadn't arrived and other passengers from our flight were also waiting. We asked an attendant who said that all the bags had arrived and should be there. Clearly they weren't so the group went to the enquiries desk. Another attendant said he would need to check ""downstairs"" and after 10 minutes said there was a delay with the baggage handlers but that the outstanding luggage would appear shortly. The flight landed at 21:45 and we finally got out of the terminal at 23:30. Not a great experience all things considered, and it does beg the question that if the airport is running at 98% operational capacity, how will adding a third runway improve the situation? I fly out of Heathrow not because I want to, but because of necessity (I work close by, so it is handy to get to). Compared to some other hub airports, Heathrow is vastly inferior.",4.0
307,"This airport is absolutely woeful. I arrived with my 11 year old after a very long flight from Australia and a long transit in Asia. We got off our 14 hour flight at 9pm absolutely exhausted and all we wanted to do was get to our hotel, shower and go to bed. But, unfortunately, we were faced with the longest queue at passport control in which we had no choice but to stand and wait in for over an hour. I cannot fathom how this airport functions and why it cannot process people within normal time frames like most other international airports. Yes, I get that Heathrow is a large and busy airport but do they seriously think that this is the way that people want to start their holidays? Border control staff look bored out of their minds and the whole process is nothing short of excruciating. I couldn't even log onto wifi to pass the time as it kept dropping out. When we finally got to the window the staff member wanted to make small talk with me and ask inane questions about my holiday. Seriously, stamp my passport and just let me go, I have zero desire to make small talk after standing in a miserable queue for an hour! There isn't even someone to usher forth those in line with young children, there was a family with a very irritable baby and toddler and they, like everyone else, had to just stand and suffer. Just appalling and I will avoid this place like the plague on any further trips to London.",1.0
308,"UK Border control numbers in Terminal 4 were woefully inadequate for the number of arrivals. We arrived from Paris on time and there were several other flights that were either late or early that meant we had close to 1000 people waiting to clear Border control. It took 30 minutes to reach the ""45 minutes wait to this point"" sign and from there another 70 minutes to clear Border control. Less than half the control points were manned and 2 hours is totally unacceptable for this process. I lost my pre-arranged transport (but still had to pay for it) and then had to pay for a taxi. Heathrow get your act together. Looking back at Border control performance measures they have failed to reach their target of <45minutes for the past 5 months. I'm not sure why 45 minutes is the acceptable criteria. I don't think I have ever had to queue for more than 30 minutes at any major airport I have been through.",2.0
309,"Definitelly one of the best airports in the world. Modern, clean, excellent facilities and superb signage. This is definitely the airport you can't get lost at. This was my first time at LHR and I never had to stop to read the signs or to orient myself. Just breezed through as I was there every day. This will definitely be my hub as frequent as possible. Not to mention the United Club lounge, which is among the top ones.",10.0
310,"Transited round-trip between Heathrow's Terminal 3 (Virgin Atlantic) and Terminal 4 (Jet Airways). If you are an experienced traveler, you will do fine while changing terminals at LHR. There are a couple of areas where the signage is a bit confusing, but I figured my way out. However, for other less experienced (or nervous) travelers, I wouldn't recommend an itinerary where you have to change terminals at London Heathrow. Both T3 and T4 at Heathrow have ample shopping and dining options. I liked T4 better than T3 since it is easier to locate your Boarding gate. In T3, the boarding gates are far away from the ""Shopping and Dining"" areas. Also, the boarding areas in T3 are protected by glass and you cannot enter that area and sit on the chairs unless you are traveling on that particular flight.",6.0
311,"Used Terminal 3 for Virgin Atlantic to LAX and onwards by Delta to Honolulu. Having thus sampled both USA airports I am able to compare them with Terminal 3 within the same time frame. I have to say I was pleasantly surprised. Very clean restrooms - LAX and HON both disgusting with toilet paper scattered on the floors. Terminal well signposted - got lost at LAX. Border Control on Monday lunchtime return small queues. Luggage already on belt upon arrival at Baggage Reclaim. Only draw back was the long walk to the Underground, but at least most was by 'moving walkway' so was not particularly arduous. Normally a committed 'Mr Grumpy' in relation to the experience of airports, but I found the Terminal a relative pleasure.",8.0
312,It's embarrassing that we spend millions of pounds on Heathrow T2 and yet they can't do a simple passport control check without huge queues. The e-passport system has about a 25% failure rate so you have to queue again. Signage is appalling and navigating around is not a simple route. Will use Heathrow as a last resort from now on.,1.0
313,"London Heathrow T5 is terrible. Everything is so far away and so slow. After arriving, we had to wait so long for a transit train. All I wanted was to get through the airport quickly, go home and see my kid. T5 is a waste of time, which I consider the worst possible criticism for any airport.",3.0
314,I flew British Airways from Brussels. The flight journey was just 1 hour to reach London but the immigration made me to wait in the queue for almost 2 hours. They have around 20 counters but only 5 counters were active to attend to more than 200 people. Such a horrible experience.,2.0
315,"Arrived at Terminal 5 at 22.30. Had to take train to the arrivals hall. Hall is two floors up and all the escalators were not working. Only 3 lifts, one of which was not working. Climbed two flights of steps. After immigration one set of escalators to baggage hall were not working. Bags arrived about one hour after landing.",2.0
316,"First time in Heathrow Terminal five. Thought as the newest terminal this would be something special but while it is clean and tidy I was surprised at confusing signage, long distances to travel, limited toilets on arrival and generally a poor cousin architecturally of many newer airports. Rather disappointed as was expecting so much more than other messy, aging parts of the airport. Recommend compared to other Heathrow arrivals though.",6.0
317,"Arrived on a transatlantic flight to Heathrow terminal 3 transiting to a BA flight. Passport control was a substantial wait and appeared understaffed. Though BA has a presence in T3, the airport (unlike most every airport in the world) cannot manage to get a bag from T3 to T5, my departure terminal. T5 fast track security was abysmal, understaffed, with outdated equipment that contributed to the wait. On top of all this the fees are significantly higher than other European airports. Bottom line, Heathrow is a horrible airport to transit through.",1.0
318,"Security staff London Heathrow Terminal 2 are the rudest, unhelpful and slowest airport staff you will ever come across. Most of the staff just stand around doing nothing while passengers try to get through security as quickly and easy as possible. A really unpleasant experience.",1.0
319,"It was school holidays but barely any traffic to London Heathrow. We parked in the long stay car park. It's very cheap and easy to book online. When we got there was lots of spaces. We parked and took a the personal rapid transport which leaves every 3 seconds carrying 4-6 people taking you to the terminal in less than 5 minutes. When you arrive in Terminal 5 it's only BA so there are basically 200 bag drops so there are never queues. Then you have 2 security's to get through quickly. Then you find yourself in front of Harrods, Gordon Ramsey plane food or WHsmith etc. Also there are 5 lounges for frequent flyers, buisness class passengers and first. If you can't go into the lounge there are coffee shops and a lot more. The airport is very child friendly as it has lots of kids magazines to buy and a mini playground. Then if your gate is A it's close if it's B or C it's further away. But it's only 2 minutes to each part. Staff speak lots of languages and there are lots of signs and plenty of seats at gates. The wifi is free.",9.0
320,"Everything at this airport was fine, but, honestly, the exception was Border Control where the queuing was absolutely and utterly appalling. One occupied desk, a very large queue. Mind you, the staff were reasonably polite. One would find a better arrangement in some 3rd world airports. What on earth has gone wrong here. This is the nation's flagship airport. This serious flaw needs addressing, urgently. Actual security and customs were a breeze. That said our dining experience was utterly superb, especially at Wagamama in terminal 5, professional staff here. Shopping was good, service could be a little warmer in some of the posher establishments. Apart from Border Control, everything was good. I would still recommend this airport.",8.0
321,"Travel from Helsinki terminal 2 to London Heathrow terminal 3. Finnair flight AY831 arrived on time at 9.10 am. Then very long walk from gate to UK border control (10-15 minutes). Had EU and biometric passport, so it was easy to use E-gate for passport control. There were queues but it went quickly using this automated control, less than 5 minutes waiting time. There were customer service onsite to instruct you in case you needed. Then waiting for luggage was less than 10 minutes. Before arriving to Heathrow, I had read reviews and most of them complain about 45 minutes waiting time in passport control. This might be true with live person checking but with automated passport control it was a piece of cake. Went back on Sunday 14th, 2016 with AY996 at 7.35 pm. Checked 36 hours beforehand with Finnair mobile application to get great seats. At Heathrow in baggage drop, the customer service asked to weight all person cabin bags since we had only 1 pc of checked baggage. That was quite weird since this did not happen in Helsinki when we departured. Anyhow, I had prepare already at home by weighing all cabin bags to be less than 8 kg. So I didn't have any trouble with this incident. After that went to security control and everything went smoothly. Waiting time around 5 minutes. Flight arrived to Helsinki 20 minutes earlier.",9.0
322,1 agent and 5 empty desks at Border Control in mid-August. Unfathomnable planning on behalf of Customs. I've been consistently shocked by the abysmal staff planning in Terminal 5 but this degree of lack of foresight is incomprehensible. I will admit the people are friendly when you finally reach them. Unfortunately the wait yields less than friendly customers.,1.0
323,"I feel like sometimes I'm the only person on the planet who likes Heathrow airport. I transfer through Terminal 5 at least 6 times a year for the last 5 years, usually during the height of holiday seasons, and I have had good experiences all around. Even this last Christmas going through with a broken foot in a wheelchair by myself, the assistants were great and one even went to coffee with me because we got to the gate so early. The longest I've ever had to wait through immigration was an hour (I came in the same time as a plane full of people with difficult visas) and my fastest from plane door to terminal shopping (that's with immigration and security) was 20 minutes. There's loads of seating, wonderful clean bathrooms, free wifi and a bright atmosphere even when the sky is gloomy.",7.0
324,"Currently sitting in terminal 2, 2.5 hours early for a flight and there is no smokers area (LHR is a non smoking airport). I apologise in advance to the crew who are going to have to deal with me on the 13 hour flight to Singapore. Other than that Heston's restaurant is nice.",3.0
325,"I did not heed advice and chose to route my travel through there, mistakenly thought it would be easier as it is English-speaking. Frankfurt airport proved far easier to navigate in spite of the language. Airport is understaffed for a main travel hub, no help available when needed.",3.0
326,"As I entered terminal 3, I easily found the check-in desk with a long queue however the queue was well managed and moved quickly. The terminal was quite clean and they offered free wifi. As I made my way upstairs there were machines that scanned your boarding pass making the process much quicker and easier. There were plenty of staff available at security guiding us through to the correct queues. There were plenty of shops inside such as restaurants and duty free. Overall, I had a pleasant time at this airport.",9.0
327,"Border control at London Heathrow was ok, fairly quick to process. Staff at the security section were simply rude and unhelpful. Heard one member of staff complaining about people saying they needed to catch a flight. Is this not the purpose of an airport? Restaurant staff were busy but still polite so no reason security staff can't be. The general level of unhelpful staff at Heathrow was such a stark contrast to Canada (3 airports to compare against). Nothing proud to come home too.",2.0
328,"Sitting in London Heathrow writing this review. Waiting for a family member who landed 2.5 hours ago and is still in the passport control queue, and not even near the front. Possibly another hour from the desks. And they want to build another runway? They can't even manage with what they've got.",1.0
329,"Arrived at 21.00, at the line for UK border control we had to wait for 2 and a half hours, for 300+ people there were only 2-7 workers. We almost were late to the underground and if we had been the next train would not have arrived until 6am in the morning. We were so angry about this and we are not recomending Heathrow.",1.0
330,"Something needs to be done to improve passport control at Heathrow Airport Terminal 5. I'm talking about the biometric passport machine systems. Despite several attempts, along with several other passengers the machine did not work. It took quite a few attempts before it did. The levels of stress to the staff who are employed there must be severe as they take the brunt of the passengers' frustration. Some of the staff try to make excuses for the machines and why they are not working efficiently. It's nice to see loyalty in staff but no one is buying the explanations. I had just returned from overseas. Despite heavy usage of the biometric machines in that airport the machine worked flawlessly each time. I would normally give Heathrow a good rating and it's a shame that I have to give it such a low rating this time, but something needs to change where those machines are concerned.",3.0
331,"If you love plane spotting, Terminal 2 at Heathrow is one of the best in the world! Security screening and boarding at Terminal 2 is significantly smoother than most airports around the world. The long walk inside Terminal 2 might remind you of Chicago O'Hare. When you are arriving at Heathrow T2, there is often a long line at Border Control. When you step out of the terminal, the elevators for Hoppa Bus (to hotels) are different from the elevators for Heathrow Express (train to central London).",9.0
332,"We had a flight to Tenerife with Iberia from Heathrow Terminal 5. The first flight was operated by British Airways. We couldn't check in online, neither at a self check in desk, so we headed to a counter where the new system didn't accept our travel documents. Luckily the lady was so helpful, smiling and patiient. We were there for about 20 minutes, but she didn't give up until the problem was solved. We had a really positive experience. Also, this was the first time we had a flight from Heathrow, I was afraid a little because the airport is huge, but directions are clear so you can't get lost. And to get here from the other side of London was just 3-4 pounds per person. If I travel from other airports it's more expensive usually.",7.0
333,"Heathrow are asking for a new runway, but they can't look after the traffic they have now. Its frustrating to us all to have to be at the airport two hours before departure, but who knew it took 2-and-a-half hours to get out of the airport after arrival? Our flight from Dubai landed on time but there were only two passport checkers for all UK passport holders in Terminal 3 (not just our flight), that's two people checking passports against a queue of several hundred people. It took us over 45 minutes just to have our passport checked (and staff said that non-UK passport holders regularly have to wait over two hours) and when I complained to the checker he agreed that it was ridiculous that there were only two of them to check so many people, that they complained all the time to management but management wouldn't provide more staff. We then went to claim our baggage from carousel 6, but the carousel was stopped and we could only find 2 of our 4 bags. We were told the other bags were waiting outside for a blockage to be cleared. There were loads of staff hanging around, but none of them could solve the problem, the baggage desk begged us to complain to Heathrow online (there wasn't anyone to complain to at the airport) as their regular complaints were ignored. They agreed that the service at Heathrow was rubbish and said that they had complaints all the time. It took well over an hour before we could retrieve our bags and then we just walked through customs (there wasn't anybody there!). All the staff we talked to agreed that Heathrow was a terrible place to work, that they were constantly under-staffed and under-resourced. All the travellers we spoke to were fed up and several said that, like me, they will avoid Heathrow if at all possible in the future. I usually use Bristol, Exeter or Birmingham, and have never had such awful service at any airport in the UK or elsewhere.",1.0
334,"I went through Madrid, Lisbon, Barcelona and Hong Kong airports on my last trip but I have to say Heathrow is the best in regards to signage. I didn't get lost once at Heathrow whereas Madrid was a total nightmare trying to navigate my way to the correct bus stop. Their customer information desk attendants need to smarten up their act. They were more interested in their mobile phones and talking to each other than doing their job. Boarder control, well they always drive me batty. I know they are just doing their job but I come to England for a holiday, repeat holiday, not to work.",6.0
335,"Departing from Heathrow is a more pleasant experience that other UK airports due to location and pretty smooth departure process. However arriving really make you wish you had chosen Gatwick or Stansted. The extra miles from these airports are really worth it. Last time, the airport was over saturated so had to fly over London for an extra 30 minutes circling and circling - nice views over London though. Then last night, I got stuck at immigration for almost 2 hours! longer than the duration of my EU flight. Only 2 officers at UK Border to check 1000s of arrivals, very long queues, stuck in narrow corridors on high heat, people were exhausted, poor, nonexistent customer care from Heathrow staff. It really makes you feel unwelcome.",2.0
336,"I have used British Airways for a number of years and both myself and my family are Bronze members. During the last year I have noticed a drop in the service that they provide. I always try to use BA wherever I can because they are a homegrown company and in the past they have served me well. This looks like it is coming to an abrupt end and the level of service is plummeting. I had a bad experience a few weeks ago on the 23rd of June whilst travelling with wheelchair assistance passengers to Tegal Airport Berlin. Both the outward and inward flights were delayed. Being a Bronze member and that there were no business class flights available, I asked if I and my disabled passengers could have access to the club lounge where they would be more comfortable as the delay was no fault of ours. The response was rude and unwelcome. I was told that if I wanted to use the lounges then I should have booked business class. Not the response I would have expected from a frequent and loyal user of British Airways. I tried to ask another member of staff but was redirected back to the same manager at business class check-in. The return flight was no better, this also was delayed and my wheelchair passengers were left in their wheelchairs to await the delayed flight. I know that British Airways have no control of assistance at Tegel airport, but the situation was even worse when we returned to Heathrow. I was the lead passenger travelling in a family group with wheelchair assistance passengers. When we arrived at Heathrow, the assistance offered was terrible. The driver of the buggy would not let us travel together as a family and wanted to split us up. I had to call a manager to resolve the situation but not before causing considerable distress to my assistance passengers. The assistance operative was very rude indeed and accused us of telling lies when we informed him that we travelled as a family on the way out. Not a good state of affairs.",1.0
337,"BA texted passengers that they were expecting Heathrow (T5) to be very busy, and recommended checking in online. Taking their advice, I did so, and gave extra time thinking I would be stuck in queues at security etc. I was happily surprised to find this was not the case. I sailed through everything in less than ten minutes, a very acceptable time for this. The airport was busy, but I filled my time with a little shopping, and enjoyed a breakfast at the cafe that has replaced the rather grotty pub near the domestic gates. It was a marked improvement. T5 remains a better experience than most terminals.",9.0
338,"It is only when you visit airports like Heathrow that you appreciate how truly awful other airports are. Only good things to say apropos recent experience at T4, including arrival - immigration cleared and bags delivered within 15 minutes. Customs well signposted - to claim back the dreaded VAT. Check in, smooth and hassle free. Security robust and efficient, but always handled with a smile. More than ample seating throughout the terminal. Excellent wifi. And refreshments at High Street prices - don't forget to say 'yes' when asked if your coffee and food are take away, and avoid the VAT!",10.0
339,Unbelievably slow security lane. One person took about 1 minute on average and there were 40 people in front of me so it took 40 minutes. Other airports usually take 10-15 for that amount of people. It wasn't even the security. The ticket and passport check to enter the security zone was slow. I'm not sure if they were just having problems with ticketing but I almost missed my flight due to this slow lane. And the transfer between terminals is a nightmare. Everything takes three times as much energy and time it would take in other airports.,3.0
340,"Where to start with London Heathrow - an airport that is so hopeless it makes hopeless look good. Took a flight today from Rome which was roughly an 1.5 hours and then took an hour and 50 minutes to clear customs. Queues (for non-Europeans/UK passport holders) was staggering and simply unacceptable. Took an hour simply to get to the immigration hall. Most distressing of all was to see the extremely poor handling of elderly customers and those with a disability. They were only allowed to use one gate and took even longer than the rest of us. When I got to the immigration officer and told her how we'd waited she shrugged and said that's the price you pay to visit a beautiful country. Poor attitude but somewhat explains the hopelessness. Low standards. Whole thing was inefficient and poorly run. The biggest laugh - Heathrow's slogan is ""Making every journey better"". The only good thing was the crowd spent so much time in the queue we started to bond. Whoever is in charge, get some tips from Changi or Hong Kong which are also busy but still run within acceptable limits.",1.0
341,"I arrived at C gates T5 at 23.25 on 12th June. Transfer was good to immigration, but that's where the trouble started. All e gates were closed, apparently they should close at 23.00 but opening was extended due to passenger load. This loading was still evident way after midnight. Finally cleared immigration only to wait another 40 mins for baggage to arrive. Tannoy announcement made that because the plane was so far away it would take an extra 15mins. The shuttle train from c gates proudly displayed that your baggage travels at 30mph but I guess that was not the case last night. Finally got the baggage and headed for the customs exit nearest to the underground only to find that it was ""roped"" off. This meant walking to the exit at the other end of the baggae hall in the opposite direction to that needed to exit for ground transportation. There should have been notices explaining that one exit was closed, but there seems to be absolutely no thought at T5 for the poor traveller. Exited to baggage area theough the half open door with a broken door closure. Headed for the Underground exit only to find that there were trolleys blocking the exit doors, again no notice to say that it was closed, no helpful note to say the the underground Station was closed, but there are buses to central London. I caught the N9 from the ""local buses"" stop. Do you really expect visitors to your country to expect a local bus to go all the way to Central London. Please please have some thought about visitors and help them, because at the moment the whole attitude seems to be ""couldn't care less"".",1.0
